<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MM;D;20210615;000000;137.4589041095877;1
MM;D;20210616;000000;137.4739726027384;1
MM;D;20210617;000000;137.4890410958891;1
MM;D;20210618;000000;137.50410958903979;1
MM;D;20210621;000000;137.54931506849184;1
MM;D;20210622;000000;137.56438356164253;1
MM;D;20210623;000000;137.57945205479322;1
MM;D;20210624;000000;137.59452054794392;1
MM;D;20210625;000000;137.6095890410946;1
MM;D;20210628;000000;137.65479452054666;1
MM;D;20210629;000000;137.66986301369735;1
MM;D;20210630;000000;137.68493150684805;1
MM;D;20210701;000000;137.69999999999874;1
MM;D;20210702;000000;137.71506849314943;1
MM;D;20210705;000000;137.76027397260148;1
MM;D;20210706;000000;137.77534246575217;1
MM;D;20210707;000000;137.79041095890287;1
MM;D;20210708;000000;137.80547945205356;1
MM;D;20210709;000000;137.82054794520425;1
MM;D;20210712;000000;137.8657534246563;1
MM;D;20210713;000000;137.880821917807;1
MM;D;20210714;000000;137.8958904109577;1
MM;D;20210715;000000;137.91095890410838;1
MM;D;20210716;000000;137.92602739725908;1
MM;D;20210719;000000;137.97123287671113;1
MM;D;20210720;000000;137.98630136986182;1
MM;D;20210721;000000;138.0013698630125;1
MM;D;20210722;000000;138.0164383561632;1
MM;D;20210723;000000;138.0315068493139;1
MM;D;20210726;000000;138.08493150684814;1
MM;D;20210727;000000;138.10273972602621;1
MM;D;20210728;000000;138.1205479452043;1
MM;D;20210729;000000;138.13835616438237;1
MM;D;20210730;000000;138.15616438356045;1
MM;D;20210802;000000;138.2095890410947;1
MM;D;20210803;000000;138.22739726027277;1
MM;D;20210804;000000;138.24520547945085;1
MM;D;20210805;000000;138.26301369862892;1
MM;D;20210806;000000;138.280821917807;1
MM;D;20210809;000000;138.33424657534124;1
MM;D;20210810;000000;138.35205479451932;1
MM;D;20210811;000000;138.3698630136974;1
MM;D;20210812;000000;138.38767123287548;1
MM;D;20210813;000000;138.40547945205356;1
MM;D;20210816;000000;138.4589041095878;1
MM;D;20210817;000000;138.47671232876587;1
MM;D;20210818;000000;138.49452054794395;1
MM;D;20210819;000000;138.51232876712203;1
MM;D;20210820;000000;138.5301369863001;1
MM;D;20210823;000000;138.58356164383434;1
MM;D;20210824;000000;138.60136986301242;1
MM;D;20210825;000000;138.6191780821905;1
MM;D;20210826;000000;138.63698630136858;1
MM;D;20210827;000000;138.65479452054666;1
MM;D;20210830;000000;138.7082191780809;1
MM;D;20210831;000000;138.72602739725897;1
MM;D;20210901;000000;138.74383561643705;1
MM;D;20210902;000000;138.76164383561513;1
MM;D;20210903;000000;138.7794520547932;1
MM;D;20210906;000000;138.83287671232745;1
MM;D;20210907;000000;138.85068493150553;1
MM;D;20210908;000000;138.8684931506836;1
MM;D;20210909;000000;138.88630136986168;1
MM;D;20210910;000000;138.90410958903976;1
MM;D;20210913;000000;138.95958904109455;1
MM;D;20210914;000000;138.97808219177946;1
MM;D;20210915;000000;138.99657534246438;1
MM;D;20210916;000000;139.0150684931493;1
MM;D;20210917;000000;139.03356164383422;1
MM;D;20210920;000000;139.089041095889;1
MM;D;20210921;000000;139.10753424657392;1
MM;D;20210922;000000;139.12602739725884;1
MM;D;20210923;000000;139.14452054794376;1
MM;D;20210924;000000;139.16301369862867;1
MM;D;20210927;000000;139.21849315068346;1
MM;D;20210928;000000;139.23698630136838;1
MM;D;20210929;000000;139.2554794520533;1
MM;D;20210930;000000;139.2739726027382;1
MM;D;20211001;000000;139.29246575342313;1
MM;D;20211004;000000;139.3479452054779;1
MM;D;20211005;000000;139.36643835616283;1
MM;D;20211006;000000;139.38493150684775;1
MM;D;20211007;000000;139.40342465753267;1
MM;D;20211008;000000;139.4219178082176;1
MM;D;20211011;000000;139.47739726027237;1
MM;D;20211012;000000;139.4958904109573;1
MM;D;20211013;000000;139.5143835616422;1
MM;D;20211014;000000;139.53287671232712;1
MM;D;20211015;000000;139.55136986301204;1
MM;D;20211018;000000;139.60684931506682;1
MM;D;20211019;000000;139.62534246575174;1
MM;D;20211020;000000;139.64383561643666;1
MM;D;20211021;000000;139.66232876712158;1
MM;D;20211022;000000;139.6808219178065;1
MM;D;20211025;000000;139.74246575342295;1
MM;D;20211026;000000;139.76301369862844;1
MM;D;20211027;000000;139.78356164383393;1
MM;D;20211028;000000;139.80410958903943;1
MM;D;20211029;000000;139.82465753424492;1
MM;D;20211101;000000;139.88630136986137;1
MM;D;20211102;000000;139.90684931506686;1
MM;D;20211103;000000;139.92739726027236;1
MM;D;20211105;000000;139.96849315068332;1
MM;D;20211108;000000;140.03013698629977;1
MM;D;20211109;000000;140.05068493150526;1
MM;D;20211110;000000;140.07123287671075;1
MM;D;20211111;000000;140.09178082191625;1
MM;D;20211112;000000;140.11232876712174;1
MM;D;20211115;000000;140.1739726027382;1
MM;D;20211116;000000;140.19452054794368;1
MM;D;20211117;000000;140.21506849314918;1
MM;D;20211118;000000;140.23561643835467;1
MM;D;20211119;000000;140.25616438356016;1
MM;D;20211122;000000;140.3178082191766;1
MM;D;20211123;000000;140.3383561643821;1
MM;D;20211124;000000;140.3589041095876;1
MM;D;20211125;000000;140.3794520547931;1
MM;D;20211126;000000;140.39999999999858;1
MM;D;20211129;000000;140.46164383561504;1
MM;D;20211130;000000;140.48219178082053;1
MM;D;20211201;000000;140.50273972602602;1
MM;D;20211202;000000;140.52328767123151;1
MM;D;20211203;000000;140.543835616437;1
MM;D;20211206;000000;140.60547945205346;1
MM;D;20211207;000000;140.62602739725895;1
MM;D;20211208;000000;140.64657534246444;1
MM;D;20211209;000000;140.66712328766994;1
MM;D;20211210;000000;140.68767123287543;1
MM;D;20211213;000000;140.74931506849188;1
MM;D;20211214;000000;140.76986301369737;1
MM;D;20211215;000000;140.79041095890287;1
MM;D;20211216;000000;140.81095890410836;1
MM;D;20211217;000000;140.83150684931385;1
MM;D;20211220;000000;140.9013698630125;1
MM;D;20211221;000000;140.92465753424537;1
MM;D;20211222;000000;140.94794520547825;1
MM;D;20211223;000000;140.97123287671113;1
MM;D;20211227;000000;141.06438356164264;1
MM;D;20211228;000000;141.08767123287552;1
MM;D;20211229;000000;141.1109589041084;1
MM;D;20211230;000000;141.13424657534128;1
MM;D;20220103;000000;141.2273972602728;1
MM;D;20220104;000000;141.25068493150567;1
MM;D;20220105;000000;141.27397260273855;1
MM;D;20220106;000000;141.29726027397143;1
MM;D;20220107;000000;141.3205479452043;1
MM;D;20220110;000000;141.39041095890295;1
MM;D;20220111;000000;141.41369863013583;1
MM;D;20220112;000000;141.4369863013687;1
MM;D;20220113;000000;141.46027397260158;1
MM;D;20220114;000000;141.48356164383446;1
MM;D;20220117;000000;141.5534246575331;1
MM;D;20220118;000000;141.57671232876598;1
MM;D;20220119;000000;141.59999999999886;1
MM;D;20220120;000000;141.62328767123174;1
MM;D;20220121;000000;141.64657534246462;1
MM;D;20220124;000000;141.71643835616325;1
MM;D;20220125;000000;141.73972602739613;1
MM;D;20220126;000000;141.763013698629;1
MM;D;20220127;000000;141.7863013698619;1
MM;D;20220128;000000;141.80958904109477;1
MM;D;20220131;000000;141.8794520547934;1
MM;D;20220201;000000;141.90273972602628;1
MM;D;20220202;000000;141.92602739725916;1
MM;D;20220203;000000;141.94931506849204;1
MM;D;20220204;000000;141.97260273972492;1
MM;D;20220207;000000;142.04246575342356;1
MM;D;20220208;000000;142.06575342465644;1
MM;D;20220209;000000;142.0890410958893;1
MM;D;20220210;000000;142.1123287671222;1
MM;D;20220211;000000;142.13561643835507;1
MM;D;20220214;000000;142.2136986301359;1
MM;D;20220215;000000;142.23972602739616;1
MM;D;20220216;000000;142.26575342465642;1
MM;D;20220217;000000;142.2917808219167;1
MM;D;20220218;000000;142.31780821917695;1
MM;D;20220221;000000;142.39589041095778;1
MM;D;20220222;000000;142.42191780821804;1
MM;D;20220223;000000;142.4479452054783;1
MM;D;20220224;000000;142.47397260273857;1
MM;D;20220225;000000;142.49999999999883;1
MM;D;20220314;000000;143.4315068493139;1
MM;D;20220324;000000;143.97945205479337;1
MM;D;20220325;000000;144.0342465753413;1
MM;D;20220328;000000;144.19863013698514;1
MM;D;20220329;000000;144.2534246575331;1
MM;D;20220330;000000;144.30821917808103;1
MM;D;20220331;000000;144.36301369862898;1
MM;D;20220401;000000;144.41780821917692;1
MM;D;20220404;000000;144.58219178082075;1
MM;D;20220405;000000;144.6369863013687;1
MM;D;20220406;000000;144.69178082191664;1
MM;D;20220407;000000;144.74657534246458;1
MM;D;20220408;000000;144.80136986301252;1
MM;D;20220411;000000;144.9410958904098;1
MM;D;20220412;000000;144.98767123287556;1
MM;D;20220413;000000;145.0342465753413;1
MM;D;20220414;000000;145.08082191780707;1
MM;D;20220418;000000;145.26712328767007;1
MM;D;20220419;000000;145.31369863013583;1
MM;D;20220420;000000;145.3602739726016;1
MM;D;20220421;000000;145.40684931506735;1
MM;D;20220422;000000;145.4534246575331;1
MM;D;20220425;000000;145.59315068493038;1
MM;D;20220426;000000;145.63972602739614;1
MM;D;20220427;000000;145.6863013698619;1
MM;D;20220428;000000;145.73287671232765;1
MM;D;20220429;000000;145.7794520547934;1
MM;D;20220504;000000;145.9712328767112;1
MM;D;20220505;000000;146.00958904109478;1
MM;D;20220506;000000;146.04794520547836;1
MM;D;20220511;000000;146.23972602739616;1
MM;D;20220512;000000;146.27808219177973;1
MM;D;20220513;000000;146.3164383561633;1
MM;D;20220516;000000;146.431506849314;1
MM;D;20220517;000000;146.46986301369756;1
MM;D;20220518;000000;146.50821917808113;1
MM;D;20220519;000000;146.5465753424647;1
MM;D;20220520;000000;146.58493150684828;1
MM;D;20220523;000000;146.69999999999897;1
MM;D;20220524;000000;146.73835616438254;1
MM;D;20220525;000000;146.7767123287661;1
MM;D;20220526;000000;146.81506849314968;1
MM;D;20220527;000000;146.84520547945104;1
MM;D;20220530;000000;146.93561643835514;1
MM;D;20220531;000000;146.9657534246565;1
MM;D;20220601;000000;146.99589041095786;1
MM;D;20220602;000000;147.0260273972592;1
MM;D;20220603;000000;147.05616438356057;1
MM;D;20220606;000000;147.14657534246467;1
MM;D;20220607;000000;147.17671232876603;1
MM;D;20220608;000000;147.2068493150674;1
MM;D;20220609;000000;147.23698630136874;1
MM;D;20220610;000000;147.2671232876701;1
MM;D;20220614;000000;147.3712328767112;1
MM;D;20220615;000000;147.39726027397145;1
MM;D;20220616;000000;147.42328767123172;1
MM;D;20220617;000000;147.44931506849198;1
MM;D;20220620;000000;147.5273972602728;1
MM;D;20220621;000000;147.55342465753307;1
MM;D;20220622;000000;147.57945205479334;1
MM;D;20220623;000000;147.6054794520536;1
MM;D;20220624;000000;147.63150684931387;1
MM;D;20220627;000000;147.7095890410947;1
MM;D;20220628;000000;147.73561643835495;1
MM;D;20220629;000000;147.76164383561522;1
MM;D;20220630;000000;147.78767123287548;1
MM;D;20220701;000000;147.81369863013575;1
MM;D;20220704;000000;147.89178082191657;1
MM;D;20220705;000000;147.91780821917683;1
MM;D;20220706;000000;147.9438356164371;1
MM;D;20220707;000000;147.96986301369736;1
MM;D;20220708;000000;147.99589041095763;1
MM;D;20220711;000000;148.07397260273845;1
MM;D;20220712;000000;148.09999999999872;1
MM;D;20220713;000000;148.12602739725898;1
MM;D;20220714;000000;148.15205479451924;1
MM;D;20220715;000000;148.1780821917795;1
MM;D;20220718;000000;148.25616438356033;1
MM;D;20220719;000000;148.2821917808206;1
MM;D;20220720;000000;148.30821917808086;1
MM;D;20220721;000000;148.33424657534113;1
MM;D;20220722;000000;148.3602739726014;1
MM;D;20220725;000000;148.42602739725893;1
MM;D;20220726;000000;148.4479452054781;1
MM;D;20220727;000000;148.46986301369728;1
MM;D;20220728;000000;148.49178082191645;1
MM;D;20220729;000000;148.51369863013562;1
MM;D;20220801;000000;148.57945205479317;1
MM;D;20220802;000000;148.60136986301234;1
MM;D;20220803;000000;148.6232876712315;1
MM;D;20220804;000000;148.64520547945068;1
MM;D;20220805;000000;148.66712328766985;1
MM;D;20220808;000000;148.7328767123274;1
MM;D;20220809;000000;148.75479452054657;1
MM;D;20220810;000000;148.77671232876574;1
MM;D;20220811;000000;148.7986301369849;1
MM;D;20220812;000000;148.82054794520408;1
MM;D;20220815;000000;148.88630136986163;1
MM;D;20220816;000000;148.9082191780808;1
MM;D;20220817;000000;148.93013698629997;1
MM;D;20220818;000000;148.95205479451914;1
MM;D;20220819;000000;148.9739726027383;1
MM;D;20220822;000000;149.03972602739586;1
MM;D;20220823;000000;149.06164383561503;1
MM;D;20220824;000000;149.0835616438342;1
MM;D;20220825;000000;149.10547945205337;1
MM;D;20220826;000000;149.12739726027255;1
MM;D;20220829;000000;149.1931506849301;1
MM;D;20220830;000000;149.21506849314926;1
MM;D;20220831;000000;149.23698630136843;1
MM;D;20220901;000000;149.2589041095876;1
MM;D;20220902;000000;149.28082191780678;1
MM;D;20220905;000000;149.34657534246432;1
MM;D;20220906;000000;149.3684931506835;1
MM;D;20220907;000000;149.39041095890266;1
MM;D;20220908;000000;149.41232876712183;1
MM;D;20220909;000000;149.434246575341;1
MM;D;20220912;000000;149.49999999999855;1
MM;D;20220913;000000;149.52191780821772;1
MM;D;20220914;000000;149.5438356164369;1
MM;D;20220915;000000;149.56575342465607;1
MM;D;20220916;000000;149.58767123287524;1
MM;D;20220919;000000;149.6493150684917;1
MM;D;20220920;000000;149.66986301369718;1
MM;D;20220921;000000;149.69041095890267;1
MM;D;20220922;000000;149.71095890410817;1
MM;D;20220923;000000;149.73150684931366;1
MM;D;20220926;000000;149.7931506849301;1
MM;D;20220927;000000;149.8136986301356;1
MM;D;20220928;000000;149.8342465753411;1
MM;D;20220929;000000;149.8547945205466;1
MM;D;20220930;000000;149.87534246575208;1
MM;D;20221003;000000;149.93698630136853;1
MM;D;20221004;000000;149.95753424657403;1
MM;D;20221005;000000;149.97808219177952;1
MM;D;20221006;000000;149.998630136985;1
MM;D;20221007;000000;150.0191780821905;1
MM;D;20221010;000000;150.08082191780696;1
MM;D;20221011;000000;150.10136986301245;1
MM;D;20221012;000000;150.12191780821794;1
MM;D;20221013;000000;150.14246575342344;1
MM;D;20221014;000000;150.16301369862893;1
MM;D;20221017;000000;150.22465753424538;1
MM;D;20221018;000000;150.24520547945087;1
MM;D;20221019;000000;150.26575342465637;1
MM;D;20221020;000000;150.28630136986186;1
MM;D;20221021;000000;150.30684931506735;1
MM;D;20221024;000000;150.3684931506838;1
MM;D;20221025;000000;150.3890410958893;1
MM;D;20221026;000000;150.4095890410948;1
MM;D;20221027;000000;150.43013698630028;1
MM;D;20221028;000000;150.45068493150578;1
MM;D;20221031;000000;150.51232876712223;1
MM;D;20221101;000000;150.53287671232772;1
MM;D;20221102;000000;150.5534246575332;1
MM;D;20221103;000000;150.5739726027387;1
MM;D;20221107;000000;150.65616438356062;1
MM;D;20221108;000000;150.67671232876611;1
MM;D;20221109;000000;150.6972602739716;1
MM;D;20221110;000000;150.7178082191771;1
MM;D;20221111;000000;150.7383561643826;1
MM;D;20221114;000000;150.79999999999905;1
MM;D;20221115;000000;150.82054794520454;1
MM;D;20221116;000000;150.84109589041003;1
MM;D;20221117;000000;150.86164383561552;1
MM;D;20221118;000000;150.88219178082102;1
MM;D;20221121;000000;150.94383561643747;1
MM;D;20221122;000000;150.96438356164296;1
MM;D;20221123;000000;150.98493150684845;1
MM;D;20221124;000000;151.00547945205395;1
MM;D;20221125;000000;151.02602739725944;1
MM;D;20221128;000000;151.0876712328759;1
MM;D;20221129;000000;151.10821917808138;1
MM;D;20221130;000000;151.12876712328688;1
MM;D;20221201;000000;151.14931506849237;1
MM;D;20221202;000000;151.16986301369786;1
MM;D;20221205;000000;151.23150684931431;1
MM;D;20221206;000000;151.2520547945198;1
MM;D;20221207;000000;151.2726027397253;1
MM;D;20221208;000000;151.2931506849308;1
MM;D;20221209;000000;151.3136986301363;1
MM;D;20221212;000000;151.37534246575274;1
MM;D;20221213;000000;151.39589041095823;1
MM;D;20221214;000000;151.41643835616372;1
MM;D;20221215;000000;151.43698630136922;1
MM;D;20221216;000000;151.4575342465747;1
MM;D;20221219;000000;151.51917808219116;1
MM;D;20221220;000000;151.53972602739665;1
MM;D;20221221;000000;151.56027397260215;1
MM;D;20221222;000000;151.58082191780764;1
MM;D;20221223;000000;151.60136986301313;1
MM;D;20221227;000000;151.68356164383505;1
MM;D;20221228;000000;151.70410958904054;1
MM;D;20221229;000000;151.72465753424603;1
MM;D;20221230;000000;151.74520547945153;1
MM;D;20230103;000000;151.82739726027344;1
MM;D;20230104;000000;151.84794520547894;1
MM;D;20230105;000000;151.86849315068443;1
MM;D;20230106;000000;151.88904109588992;1
MM;D;20230109;000000;151.95068493150637;1
MM;D;20230110;000000;151.97123287671187;1
MM;D;20230111;000000;151.99178082191736;1
MM;D;20230112;000000;152.01232876712285;1
MM;D;20230113;000000;152.03287671232835;1
MM;D;20230116;000000;152.0945205479448;1
MM;D;20230117;000000;152.1150684931503;1
MM;D;20230118;000000;152.13561643835578;1
MM;D;20230119;000000;152.15616438356128;1
MM;D;20230120;000000;152.17671232876677;1
MM;D;20230123;000000;152.23835616438322;1
MM;D;20230124;000000;152.2589041095887;1
MM;D;20230125;000000;152.2794520547942;1
MM;D;20230126;000000;152.2999999999997;1
MM;D;20230127;000000;152.3205479452052;1
MM;D;20230130;000000;152.38219178082164;1
MM;D;20230131;000000;152.40273972602714;1
MM;D;20230201;000000;152.42328767123263;1
MM;D;20230202;000000;152.44383561643812;1
MM;D;20230203;000000;152.46438356164361;1
MM;D;20230206;000000;152.52602739726007;1
MM;D;20230207;000000;152.54657534246556;1
MM;D;20230208;000000;152.56712328767105;1
MM;D;20230209;000000;152.58767123287654;1
MM;D;20230210;000000;152.60821917808204;1
MM;D;20230213;000000;152.6698630136985;1
MM;D;20230214;000000;152.69041095890398;1
MM;D;20230215;000000;152.71095890410948;1
MM;D;20230216;000000;152.73150684931497;1
MM;D;20230217;000000;152.75205479452046;1
MM;D;20230220;000000;152.8136986301369;1
MM;D;20230221;000000;152.8342465753424;1
MM;D;20230222;000000;152.8547945205479;1
MM;D;20230224;000000;152.89589041095886;1
MM;D;20230227;000000;152.9575342465753;1
MM;D;20230228;000000;152.9780821917808;1
MM;D;20230301;000000;152.9986301369863;1
MM;D;20230302;000000;153.0191780821918;1
MM;D;20230303;000000;153.03972602739728;1
MM;D;20230306;000000;153.10136986301373;1
MM;D;20230307;000000;153.12191780821922;1
MM;D;20230309;000000;153.16301369863018;1
MM;D;20230310;000000;153.18356164383567;1
MM;D;20230313;000000;153.24520547945212;1
MM;D;20230314;000000;153.26575342465762;1
MM;D;20230315;000000;153.2863013698631;1
MM;D;20230316;000000;153.3068493150686;1
MM;D;20230317;000000;153.3273972602741;1
MM;D;20230320;000000;153.38904109589055;1
MM;D;20230321;000000;153.40958904109604;1
MM;D;20230322;000000;153.43013698630153;1
MM;D;20230323;000000;153.45068493150703;1
MM;D;20230324;000000;153.47123287671252;1
MM;D;20230327;000000;153.53287671232897;1
MM;D;20230328;000000;153.55342465753446;1
MM;D;20230329;000000;153.57397260273996;1
MM;D;20230330;000000;153.59452054794545;1
MM;D;20230331;000000;153.61506849315094;1
MM;D;20230403;000000;153.6767123287674;1
MM;D;20230404;000000;153.6972602739729;1
MM;D;20230405;000000;153.71780821917838;1
MM;D;20230406;000000;153.73835616438387;1
MM;D;20230410;000000;153.8205479452058;1
MM;D;20230411;000000;153.84109589041128;1
MM;D;20230412;000000;153.86164383561677;1
MM;D;20230413;000000;153.88219178082227;1
MM;D;20230414;000000;153.90273972602776;1
MM;D;20230417;000000;153.9643835616442;1
MM;D;20230418;000000;153.9849315068497;1
MM;D;20230419;000000;154.0054794520552;1
MM;D;20230420;000000;154.0260273972607;1
MM;D;20230421;000000;154.04657534246618;1
MM;D;20230424;000000;154.10821917808263;1
MM;D;20230425;000000;154.12876712328813;1
MM;D;20230426;000000;154.14931506849362;1
MM;D;20230427;000000;154.1698630136991;1
MM;D;20230428;000000;154.1904109589046;1
MM;D;20230502;000000;154.27260273972652;1
MM;D;20230503;000000;154.29315068493202;1
MM;D;20230504;000000;154.3136986301375;1
MM;D;20230505;000000;154.334246575343;1
MM;D;20230508;000000;154.39589041095945;1
MM;D;20230510;000000;154.4369863013704;1
MM;D;20230511;000000;154.4575342465759;1
MM;D;20230512;000000;154.4780821917814;1
MM;D;20230515;000000;154.53972602739785;1
MM;D;20230516;000000;154.56027397260334;1
MM;D;20230517;000000;154.58082191780883;1
MM;D;20230518;000000;154.60136986301433;1
MM;D;20230519;000000;154.62191780821982;1
MM;D;20230522;000000;154.68356164383627;1
MM;D;20230523;000000;154.70410958904176;1
MM;D;20230524;000000;154.72465753424726;1
MM;D;20230525;000000;154.74520547945275;1
MM;D;20230526;000000;154.76575342465824;1
MM;D;20230529;000000;154.8273972602747;1
MM;D;20230530;000000;154.8479452054802;1
MM;D;20230531;000000;154.86849315068568;1
MM;D;20230601;000000;154.88904109589117;1
MM;D;20230602;000000;154.90958904109667;1
MM;D;20230605;000000;154.97123287671312;1
MM;D;20230606;000000;154.9917808219186;1
MM;D;20230607;000000;155.0123287671241;1
MM;D;20230608;000000;155.0328767123296;1
MM;D;20230609;000000;155.0534246575351;1
MM;D;20230613;000000;155.135616438357;1
MM;D;20230614;000000;155.1561643835625;1
MM;D;20230615;000000;155.176712328768;1
MM;D;20230616;000000;155.19726027397348;1
MM;D;20230619;000000;155.25890410958993;1
MM;D;20230620;000000;155.27945205479543;1
MM;D;20230621;000000;155.30000000000092;1
MM;D;20230622;000000;155.3205479452064;1
MM;D;20230623;000000;155.3410958904119;1
MM;D;20230626;000000;155.40273972602836;1
MM;D;20230627;000000;155.42328767123385;1
MM;D;20230628;000000;155.44383561643934;1
MM;D;20230629;000000;155.46438356164484;1
MM;D;20230630;000000;155.48493150685033;1
MM;D;20230703;000000;155.54657534246678;1
MM;D;20230704;000000;155.56712328767227;1
MM;D;20230705;000000;155.58767123287777;1
MM;D;20230706;000000;155.60821917808326;1
MM;D;20230707;000000;155.62876712328875;1
MM;D;20230710;000000;155.6904109589052;1
MM;D;20230711;000000;155.7109589041107;1
MM;D;20230712;000000;155.7315068493162;1
MM;D;20230713;000000;155.75205479452168;1
MM;D;20230714;000000;155.77260273972718;1
MM;D;20230717;000000;155.83424657534363;1
MM;D;20230718;000000;155.85479452054912;1
MM;D;20230719;000000;155.8753424657546;1
MM;D;20230720;000000;155.8958904109601;1
MM;D;20230721;000000;155.9164383561656;1
MM;D;20230724;000000;155.98630136986424;1
MM;D;20230725;000000;156.00958904109712;1
MM;D;20230726;000000;156.03287671233;1
MM;D;20230727;000000;156.05616438356287;1
MM;D;20230728;000000;156.07945205479575;1
MM;D;20230731;000000;156.1493150684944;1
MM;D;20230801;000000;156.17260273972727;1
MM;D;20230802;000000;156.19589041096015;1
MM;D;20230803;000000;156.21917808219303;1
MM;D;20230804;000000;156.2424657534259;1
MM;D;20230807;000000;156.31232876712454;1
MM;D;20230808;000000;156.33561643835742;1
MM;D;20230809;000000;156.3589041095903;1
MM;D;20230810;000000;156.38219178082318;1
MM;D;20230811;000000;156.40547945205606;1
MM;D;20230814;000000;156.4753424657547;1
MM;D;20230815;000000;156.50821917808346;1
MM;D;20230816;000000;156.54109589041224;1
MM;D;20230817;000000;156.573972602741;1
MM;D;20230818;000000;156.60684931506978;1
MM;D;20230821;000000;156.70547945205607;1
MM;D;20230822;000000;156.73835616438484;1
MM;D;20230823;000000;156.7712328767136;1
MM;D;20230824;000000;156.80410958904238;1
MM;D;20230825;000000;156.83698630137116;1
MM;D;20230828;000000;156.93561643835744;1
MM;D;20230829;000000;156.96849315068621;1
MM;D;20230830;000000;157.001369863015;1
MM;D;20230831;000000;157.03424657534376;1
MM;D;20230901;000000;157.06712328767253;1
MM;D;20230904;000000;157.16575342465882;1
MM;D;20230905;000000;157.1986301369876;1
MM;D;20230906;000000;157.23150684931636;1
MM;D;20230907;000000;157.26438356164513;1
MM;D;20230908;000000;157.2972602739739;1
MM;D;20230911;000000;157.3958904109602;1
MM;D;20230912;000000;157.42876712328896;1
MM;D;20230913;000000;157.46164383561774;1
MM;D;20230914;000000;157.4945205479465;1
MM;D;20230915;000000;157.52739726027528;1
MM;D;20230918;000000;157.63424657534378;1
MM;D;20230919;000000;157.66986301369994;1
MM;D;20230920;000000;157.7054794520561;1
MM;D;20230921;000000;157.74109589041225;1
MM;D;20230922;000000;157.7767123287684;1
MM;D;20230925;000000;157.8835616438369;1
MM;D;20230926;000000;157.91917808219307;1
MM;D;20230927;000000;157.95479452054923;1
MM;D;20230928;000000;157.9904109589054;1
MM;D;20230929;000000;158.02602739726154;1
MM;D;20231002;000000;158.13287671233005;1
MM;D;20231003;000000;158.1684931506862;1
MM;D;20231004;000000;158.20410958904236;1
MM;D;20231005;000000;158.23972602739852;1
MM;D;20231006;000000;158.27534246575468;1
MM;D;20231009;000000;158.38219178082318;1
MM;D;20231010;000000;158.41780821917934;1
MM;D;20231011;000000;158.4534246575355;1
MM;D;20231012;000000;158.48904109589165;1
MM;D;20231013;000000;158.5246575342478;1
MM;D;20231016;000000;158.6315068493163;1
MM;D;20231017;000000;158.66712328767247;1
MM;D;20231018;000000;158.70273972602863;1
MM;D;20231019;000000;158.73835616438478;1
MM;D;20231020;000000;158.77397260274094;1
MM;D;20231023;000000;158.88082191780944;1
MM;D;20231024;000000;158.9164383561656;1
MM;D;20231025;000000;158.95205479452176;1
MM;D;20231026;000000;158.98767123287791;1
MM;D;20231027;000000;159.02328767123407;1
MM;D;20231030;000000;159.14657534246695;1
MM;D;20231031;000000;159.1876712328779;1
MM;D;20231101;000000;159.22876712328886;1
MM;D;20231102;000000;159.26986301369982;1
MM;D;20231103;000000;159.31095890411078;1
MM;D;20231106;000000;159.43424657534365;1
MM;D;20231107;000000;159.4753424657546;1
MM;D;20231108;000000;159.51643835616557;1
MM;D;20231109;000000;159.55753424657652;1
MM;D;20231110;000000;159.59863013698748;1
MM;D;20231113;000000;159.72191780822035;1
MM;D;20231114;000000;159.7630136986313;1
MM;D;20231115;000000;159.80410958904227;1
MM;D;20231116;000000;159.84520547945323;1
MM;D;20231117;000000;159.88630136986419;1
MM;D;20231120;000000;160.00958904109706;1
MM;D;20231121;000000;160.05068493150802;1
MM;D;20231122;000000;160.09178082191897;1
MM;D;20231123;000000;160.13287671232993;1
MM;D;20231124;000000;160.1739726027409;1
MM;D;20231127;000000;160.29726027397376;1
MM;D;20231128;000000;160.33835616438472;1
MM;D;20231129;000000;160.37945205479568;1
MM;D;20231130;000000;160.42054794520664;1
MM;D;20231201;000000;160.4616438356176;1
MM;D;20231204;000000;160.58493150685047;1
MM;D;20231205;000000;160.62602739726142;1
MM;D;20231206;000000;160.66712328767238;1
MM;D;20231207;000000;160.70821917808334;1
MM;D;20231208;000000;160.7493150684943;1
MM;D;20231211;000000;160.87260273972717;1
MM;D;20231212;000000;160.91369863013813;1
MM;D;20231213;000000;160.9547945205491;1
MM;D;20231214;000000;160.99589041096004;1
MM;D;20231215;000000;161.036986301371;1
MM;D;20231218;000000;161.16849315068606;1
MM;D;20231219;000000;161.2123287671244;1
MM;D;20231220;000000;161.25616438356275;1
MM;D;20231221;000000;161.3000000000011;1
MM;D;20231222;000000;161.34383561643943;1
MM;D;20231225;000000;161.4753424657545;1
MM;D;20231226;000000;161.51917808219284;1
MM;D;20231227;000000;161.56301369863118;1
MM;D;20231228;000000;161.60684931506952;1
MM;D;20231229;000000;161.65068493150787;1
MM;D;20240103;000000;161.86986301369964;1
MM;D;20240104;000000;161.913698630138;1
MM;D;20240105;000000;161.95753424657633;1
MM;D;20240108;000000;162.0890410958914;1
MM;D;20240109;000000;162.13287671232973;1
MM;D;20240110;000000;162.17671232876808;1
